topic_slug	topic_title	category	content_type	left_text	right_text	note	order_index	mastery
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	3, 4	5	a² + b² = c²	1	36
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	5, 12	13	a² + b² = c²	2	37
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	7, 24	25	a² + b² = c²	3	38
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	8, 15	17	a² + b² = c²	4	39
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	9, 40	41	a² + b² = c²	5	40
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	11, 60	61	a² + b² = c²	6	41
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	12, 35	37	a² + b² = c²	7	42
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	20, 21	29	a² + b² = c²	8	43
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	28, 45	53	a² + b² = c²	9	44
pythagorean_triplets	Pythagorean Triplets	Basics	VALUE_TABLE	33, 56	65	a² + b² = c²	10	45
mensuration_2d	Mensuration 2D	Formula	FORMULA	Square	Area = a²	Perimeter = 4a	1	60
mensuration_2d	Mensuration 2D	Formula	FORMULA	Rectangle	Area = l × b	Perimeter = 2(l + b)	2	60
mensuration_2d	Mensuration 2D	Formula	FORMULA	Triangle	Area = 1/2 × base × height	Hero formula for three sides	3	60
mensuration_2d	Mensuration 2D	Formula	FORMULA	Circle	Area = πr²	Circumference = 2πr	4	60
mensuration_2d	Mensuration 2D	Formula	FORMULA	Parallelogram	Area = base × height	Opposite sides parallel	5	60
mensuration_2d	Mensuration 2D	Formula	FORMULA	Trapezium	Area = 1/2(a+b)h	a and b are parallel sides	6	60
mensuration_3d	Mensuration 3D	Formula	FORMULA	Cube	Volume = a³	TSA = 6a²	1	60
mensuration_3d	Mensuration 3D	Formula	FORMULA	Cuboid	Volume = lbh	TSA = 2(lb + bh + lh)	2	60
mensuration_3d	Mensuration 3D	Formula	FORMULA	Cylinder	Volume = πr²h	CSA = 2πrh	3	60
mensuration_3d	Mensuration 3D	Formula	FORMULA	Cone	Volume = 1/3πr²h	CSA = πrl	4	60
mensuration_3d	Mensuration 3D	Formula	FORMULA	Sphere	Volume = 4/3πr³	Surface area = 4πr²	5	60
mensuration_3d	Mensuration 3D	Formula	FORMULA	Hemisphere	Volume = 2/3πr³	CSA = 2πr²	6	60
arithmetic	Arithmetic	Formula	FORMULA	AP nth term	an = a + (n - 1)d	Sum = n/2[2a+(n-1)d]	1	60
arithmetic	Arithmetic	Formula	FORMULA	Average	sum / count	Weighted average = Σwx / Σw	2	60
arithmetic	Arithmetic	Formula	FORMULA	Simple Interest	P × R × T / 100	Amount = P + SI	3	60
arithmetic	Arithmetic	Formula	FORMULA	Compound Interest	P(1+r/100)^t - P	Amount = P(1+r/100)^t	4	60
arithmetic	Arithmetic	Formula	FORMULA	Profit %	Profit / CP × 100	Loss % = Loss / CP × 100	5	60
ratio_&_average	Ratio & Average	Formula	FORMULA	Ratio	a:b = a/b	Multiply or divide both terms by same number	1	60
ratio_&_average	Ratio & Average	Formula	FORMULA	Mean proportion	√ab	between a and b	2	60
ratio_&_average	Ratio & Average	Formula	FORMULA	Weighted Average	Σwx / Σw	Useful in mixtures	3	60
ratio_&_average	Ratio & Average	Formula	FORMULA	Allegation	difference cross rule	Find mixing ratio	4	60
ratio_&_average	Ratio & Average	Formula	FORMULA	Partnership	profit ratio = capital × time		5	60
speed_time_work	Speed Time Work	Formula	FORMULA	Speed	Distance / Time		1	60
speed_time_work	Speed Time Work	Formula	FORMULA	Time	Distance / Speed		2	60
speed_time_work	Speed Time Work	Formula	FORMULA	Relative speed	sum if opposite direction	difference if same direction	3	60
speed_time_work	Speed Time Work	Formula	FORMULA	Work	Efficiency × Time		4	60
speed_time_work	Speed Time Work	Formula	FORMULA	Combined work	1/x + 1/y per day		5	60
algebra	Algebra	Formula	FORMULA	(a+b)²	a² + 2ab + b²		1	60
algebra	Algebra	Formula	FORMULA	(a-b)²	a² - 2ab + b²		2	60
algebra	Algebra	Formula	FORMULA	a²-b²	(a-b)(a+b)		3	60
algebra	Algebra	Formula	FORMULA	(a+b)³	a³+3a²b+3ab²+b³		4	60
algebra	Algebra	Formula	FORMULA	Quadratic roots	[-b ± √(b²-4ac)] / 2a		5	60
geometry	Geometry	Formula	FORMULA	Triangle angle sum	180°		1	60
geometry	Geometry	Formula	FORMULA	Exterior angle	sum of opposite interior angles		2	60
geometry	Geometry	Formula	FORMULA	Circle circumference	2πr		3	60
geometry	Geometry	Formula	FORMULA	Circle area	πr²		4	60
geometry	Geometry	Formula	FORMULA	Polygon interior sum	(n-2) × 180°		5	60
addition	Addition	Calculation	TRICK	Addition Trick 1	Break numbers into hundreds, tens and ones	Practice this immediately after revision	1	50
addition	Addition	Calculation	TRICK	Addition Trick 2	Group pairs that make 10, 50, 100 or 1000	Practice this immediately after revision	2	50
addition	Addition	Calculation	TRICK	Addition Trick 3	Add from left to right for faster mental tracking	Practice this immediately after revision	3	50
addition	Addition	Calculation	TRICK	Addition Trick 4	Use compensation: 398 + 247 = 400 + 247 - 2	Practice this immediately after revision	4	50
subtraction	Subtraction	Calculation	TRICK	Subtraction Trick 1	Use complement method near round numbers	Practice this immediately after revision	1	50
subtraction	Subtraction	Calculation	TRICK	Subtraction Trick 2	Subtract left to right and adjust borrow mentally	Practice this immediately after revision	2	50
subtraction	Subtraction	Calculation	TRICK	Subtraction Trick 3	For 1000 - n, use 999 complement plus 1	Practice this immediately after revision	3	50
subtraction	Subtraction	Calculation	TRICK	Subtraction Trick 4	Convert 83 - 48 into 83 - 50 + 2	Practice this immediately after revision	4	50
multiplication	Multiplication	Calculation	TRICK	Multiplication Trick 1	For ×5, multiply by 10 then divide by 2	Practice this immediately after revision	1	50
multiplication	Multiplication	Calculation	TRICK	Multiplication Trick 2	For numbers near 100, use base method	Practice this immediately after revision	2	50
multiplication	Multiplication	Calculation	TRICK	Multiplication Trick 3	Split into tens and ones: 23×14 = 23×10 + 23×4	Practice this immediately after revision	3	50
multiplication	Multiplication	Calculation	TRICK	Multiplication Trick 4	Ending 5 squares: 85² = 8×9 | 25	Practice this immediately after revision	4	50
division	Division	Calculation	TRICK	Division Trick 1	Cancel common factors before division	Practice this immediately after revision	1	50
division	Division	Calculation	TRICK	Division Trick 2	Use divisibility rules to simplify	Practice this immediately after revision	2	50
division	Division	Calculation	TRICK	Division Trick 3	Convert percentage division into fraction when possible	Practice this immediately after revision	3	50
division	Division	Calculation	TRICK	Division Trick 4	Estimate first to eliminate options	Practice this immediately after revision	4	50
percentage	Percentage	Calculation	TRICK	Percentage Trick 1	10% is one tenth and 5% is half of 10%	Practice this immediately after revision	1	50
percentage	Percentage	Calculation	TRICK	Percentage Trick 2	25% is one fourth, 75% is three fourths	Practice this immediately after revision	2	50
percentage	Percentage	Calculation	TRICK	Percentage Trick 3	11 1/9% is one ninth	Practice this immediately after revision	3	50
percentage	Percentage	Calculation	TRICK	Percentage Trick 4	Increase/decrease: x ± p% = x(1 ± p/100)	Practice this immediately after revision	4	50
powers_&_roots	Powers & Roots	Calculation	TRICK	Powers & Roots Trick 1	Memorize squares up to 40 for DI speed	Practice this immediately after revision	1	50
powers_&_roots	Powers & Roots	Calculation	TRICK	Powers & Roots Trick 2	Cubes up to 20 cover most quick recall drills	Practice this immediately after revision	2	50
powers_&_roots	Powers & Roots	Calculation	TRICK	Powers & Roots Trick 3	Square root of perfect square follows ending digit pattern	Practice this immediately after revision	3	50
powers_&_roots	Powers & Roots	Calculation	TRICK	Powers & Roots Trick 4	Use nearest square approximation for non-perfect roots	Practice this immediately after revision	4	50
simplification	Simplification	Calculation	TRICK	Simplification Trick 1	Apply BODMAS before adding visible numbers	Practice this immediately after revision	1	50
simplification	Simplification	Calculation	TRICK	Simplification Trick 2	Convert special percentages to fractions	Practice this immediately after revision	2	50
simplification	Simplification	Calculation	TRICK	Simplification Trick 3	Combine easy terms before multiplication	Practice this immediately after revision	3	50
simplification	Simplification	Calculation	TRICK	Simplification Trick 4	Use last digit checks in option mode	Practice this immediately after revision	4	50
exam_tricks	Exam Tricks	Calculation	TRICK	Exam Tricks Trick 1	Estimate first then calculate exactly	Practice this immediately after revision	1	50
exam_tricks	Exam Tricks	Calculation	TRICK	Exam Tricks Trick 2	Eliminate impossible options using unit digit	Practice this immediately after revision	2	50
exam_tricks	Exam Tricks	Calculation	TRICK	Exam Tricks Trick 3	Use ratio approximation to compare answers	Practice this immediately after revision	3	50
exam_tricks	Exam Tricks	Calculation	TRICK	Exam Tricks Trick 4	Skip time traps and return if allowed	Practice this immediately after revision	4	50
